,klimaRetires_id,klimaRetires_timestamp,klimaRetires_amount,klimaRetires_beneficiary,klimaRetires_beneficiaryAddress,klimaRetires_certificateTokenID,klimaRetires_feeAmount,klimaRetires_index,klimaRetires_pool,klimaRetires_retirementMessage,klimaRetires_token,klimaRetires_retiringAddress,klimaRetires_specific
586,16533447270xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653344727,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,2,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
587,16533458830xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653345883,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,3,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
588,16533459550xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653345955,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,4,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
589,16533460170xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653346017,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,5,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
590,16533460630xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653346063,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,6,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
591,16533462030xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653346203,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,7,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
592,16533462790xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653346279,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,8,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
593,16533463430xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653346343,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,9,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
594,16533467070xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653346707,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,10,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
595,16533467670xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653346767,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,11,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
596,16533468410xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653346841,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,12,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
597,16533468910xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653346891,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,13,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
598,16533470090xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653347009,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,14,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
599,16533470650xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653347065,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,15,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
600,16533472590xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653347259,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,16,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
601,16533475570xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653347557,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,17,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
602,16533476730xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653347673,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,18,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
603,16533477190xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653347719,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,19,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
604,16533477670xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653347767,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,20,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
605,16533478130xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653347813,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,21,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
606,16533481110xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653348111,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,22,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
607,16533483730xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653348373,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,23,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
608,16533484210xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653348421,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,24,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
609,16533484610xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653348461,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,25,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
610,16533485050xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653348505,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,26,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
611,16533485750xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653348575,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,27,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
612,16533486490xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653348649,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,28,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
613,16533488390xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653348839,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,29,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
614,16533489930xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653348993,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,30,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
615,16533490290xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653349029,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,31,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
616,16533491230xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653349123,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,32,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
617,16533491690xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653349169,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,33,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
618,16533492090xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653349209,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,34,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
619,16533492910xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653349291,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,35,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
620,16533493990xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653349399,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,36,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
621,16533494490xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653349449,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,37,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
622,16533495240xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653349524,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,38,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
623,16533496380xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653349638,0.05,,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,39,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
624,16533496800xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653349680,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,40,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
625,16533497320xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653349732,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,41,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
626,16533497880xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653349788,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,42,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
627,16533498340xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653349834,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,43,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
628,16533498760xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653349876,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,44,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
629,16533499300xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653349930,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,45,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
630,16533501860xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653350186,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,46,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
631,16533502320xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653350232,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,47,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
632,16533502980xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653350298,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,48,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
633,16533503600xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653350360,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,49,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
634,16533504100xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653350410,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,50,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
635,16533505020xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653350502,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,51,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
636,16533505720xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653350572,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,52,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
637,16533506180xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653350618,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,53,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
638,16533506700xb139c4cc9d20a3618e9a2268d73eff18c496b991,1653350670,0.05,luminimul,0xdcd39fe0039277b8ed9a6542d043befe814f7f88,,0.0005,54,0x2f800db0fdb5223b3c3f354886d907a671414a7f,"  By removing or preventing just 50KG of Carbon Dioxide from entering the atmosphere you could be offsetting either:

- 20 liters of Petrol in a standard car

- 66 steak pies

- 100 Lattes

- 100 bottles of beer

- 1 year of eating toast for breakfast everyday
",BCT,0xede3bd57a04960e6469b70b4863ce1c9d9363cb8,False
